country,iso2c,year,gdp_ppp_pc,GDP_constUSD,population
Finland,FI,2006,34452.8997434792,44074.0309204141,5266268
Finland,FI,2007,37843.1170548407,46212.6409741216,5288720
Finland,FI,2008,40083.6972699668,46358.6204112971,5313399
Finland,FI,2009,37972.6512550085,42412.0978494183,5338871
Finland,FI,2010,38954.4822621329,43563.5721974365,5363352
Finland,FI,2011,40916.8385790274,44466.8176978572,5388272
Finland,FI,2012,40873.0953326066,43637.2486713657,5413971
Finland,FI,2013,41493.1416470359,43044.9971201474,5438972
Finland,FI,2014,41757.4021894413,42710.9212889729,5461512
Finland,FI,2015,42497.7049785783,42801.9081167285,5479531
Finland,FI,2016,44934.4482077785,43878.9667273579,5495303
Finland,FI,2017,47570.133583848,45173.6294067199,5508214
Finland,FI,2018,49580.6051952837,45627.9198947233,5515525
Finland,FI,2019,51810.2613120667,46135.8814242631,5521606
Finland,FI,2020,52295.8407042436,45053.758678116,5529543
Finland,FI,2021,55217.2845565761,46297.2418204236,5541017
Finland,FI,2022,,,
France,FR,1960,,11169.6472407002,46649927
France,FR,1961,,11598.6795279916,47161641
France,FR,1962,,12257.7593043478,47679792
France,FR,1963,,12884.0170413058,48189939
France,FR,1964,,13587.6716700526,48733997
France,FR,1965,,14089.584548366,49282756
France,FR,1966,,14670.5005053054,49817041
France,FR,1967,,15234.3646960717,50334012
France,FR,1968,,15767.2833368207,50817020
France,FR,1969,,16738.1676626458,51272683
France,FR,1970,,17605.6389691523,51724116
France,FR,1971,,18377.8474151104,52185222
France,FR,1972,,19041.7683954921,52637888
France,FR,1973,,20091.194013856,53053660
France,FR,1974,,20813.444898838,53415250
France,FR,1975,,20498.348081584,53715733
France,FR,1976,,21291.988987842,53966558
France,FR,1977,,21925.8324016685,54221988
France,FR,1978,,22687.6115069004,54486195
France,FR,1979,,23378.2949932212,54753575
France,FR,1980,,23618.3996174718,55052582
France,FR,1981,,23733.5935655434,55371044
France,FR,1982,,24187.0947668643,55694106
France,FR,1983,,24356.6592918128,55992656
France,FR,1984,,24600.9923558634,56275701
France,FR,1985,,24870.505820141,56569195
France,FR,1986,,25319.3150945387,56865193
France,FR,1987,,25830.2389767847,57168409
France,FR,1988,,26912.1812064054,57472651
France,FR,1989,,27938.4697567247,57766282
France,FR,1990,17710.1979245027,28617.4435701151,58044701
France,FR,1991,18338.9942142616,28664.1318783352,58557577
France,FR,1992,18962.2241945947,28977.8889025406,58849943
France,FR,1993,19206.0409229248,28670.8863286782,59106166
France,FR,1994,20003.8480154201,29237.5165854431,59327585
France,FR,1995,20777.8991586513,29745.1287289494,59543659
France,FR,1996,21357.5288544804,30057.9655533345,59756533
France,FR,1997,22241.7956741009,30650.7444765253,59969944
France,FR,1998,23357.4582940448,31633.1477495769,60192790
France,FR,1999,24304.4045284907,32546.9340522187,60504420
France,FR,2000,26091.8497351531,33592.4668300573,60921384
France,FR,2001,27490.8672643761,34009.8623977368,61367388
France,FR,2002,28518.8252206252,34146.3062683243,61816234
France,FR,2003,28168.6180973501,34183.6633444538,62256970
France,FR,2004,29055.3527505428,34893.5298119974,62716306
France,FR,2005,30494.2141075076,35208.855797143,63188395
France,FR,2006,32462.9600728714,35821.8719947773,63628261
France,FR,2007,34122.7072748669,36464.9592682158,64021737
France,FR,2008,35092.6943078696,36354.6586641081,64379696
France,FR,2009,34676.3639942676,35129.3622360858,64710879
France,FR,2010,35899.4019413514,35638.1215603451,65030575
France,FR,2011,37439.2331426991,36244.1871625918,65345233
France,FR,2012,37677.7267932587,36182.1511275816,65662240
France,FR,2013,39521.6969847538,36203.1908693774,66002289
France,FR,2014,40144.0268283679,36378.6186614699,66312067
France,FR,2015,40849.9973780501,36652.9223052178,66548272
France,FR,2016,42924.613626021,36956.7958003293,66724104
France,FR,2017,44577.0645745394,37694.0833027304,66918020
France,FR,2018,46537.4740442591,38259.6977698474,67158348
France,FR,2019,50500.96075877,38832.0242014303,67388001
France,FR,2020,47976.438338985,35712.0751986828,67571107
France,FR,2021,51009.3518498998,38045.9021613006,67749632
France,FR,2022,,,
Germany,DE,1960,,,72814900
Germany,DE,1961,,,73377632
Germany,DE,1962,,,74025784
Germany,DE,1963,,,74714353
Germany,DE,1964,,,75318337
Germany,DE,1965,,,75963695
Germany,DE,1966,,,76600311
Germany,DE,1967,,,76951336
Germany,DE,1968,,,77294314
Germany,DE,1969,,,77909682
Germany,DE,1970,,17894.2966855025,78169289
Germany,DE,1971,,18421.0421814761,78312842
Germany,DE,1972,,19121.4978922895,78688452
Germany,DE,1973,,19972.0254072346,78936666
Germany,DE,1974,,20141.9394753194,78967433
Germany,DE,1975,,20041.9479922639,78673554
Germany,DE,1976,,21124.2556950912,78336950
Germany,DE,1977,,21880.8076281356,78159814
Germany,DE,1978,,22558.714790358,78091820
Germany,DE,1979,,23484.5991918307,78126350
Germany,DE,1980,,23766.107651563,78288576
Germany,DE,1981,,23855.5258569738,78407907
Germany,DE,1982,,23783.9454870064,78333366
Germany,DE,1983,,24221.3403747435,78128282
Germany,DE,1984,,24991.3336835112,77858685
Germany,DE,1985,,25630.3329976336,77684873
Germany,DE,1986,,26204.5895785314,77720436
Germany,DE,1987,,26531.229705288,77839920
Germany,DE,1988,,27407.5200661963,78144619
Germany,DE,1989,,28256.1062209731,78751283
Germany,DE,1990,19463.6286495222,29485.7099744881,79433029
Germany,DE,1991,20996.1876967554,30766.9289577727,80013896
Germany,DE,1992,21721.8541124014,31121.0705650076,80624598
Germany,DE,1993,21875.2383069903,30615.1402117435,81156363
Germany,DE,1994,22797.5525688618,31238.8790596628,81438348
Germany,DE,1995,23565.6527215622,31628.1598130943,81678051
Germany,DE,1996,24078.5450544035,31790.8668596056,81914831
Germany,DE,1997,24572.63790717,32313.2970704344,82034771
Germany,DE,1998,25345.6662449394,32959.0735691418,82047195
Germany,DE,1999,26291.2110793898,33559.3993737499,82100243
Germany,DE,2000,27204.2933736075,34490.0757688619,82211508
Germany,DE,2001,28373.9741929629,35011.068457503,82349925
Germany,DE,2002,29178.6374658122,34883.0580735445,82488495
Germany,DE,2003,29909.6751784674,34619.6640670185,82534176
Germany,DE,2004,31334.0153417535,35034.0806086181,82516260
Germany,DE,2005,31794.0960095207,35310.4704669272,82469422
Germany,DE,2006,34158.1283737265,36699.446781036,82376451
Germany,DE,2007,36292.07670786,37842.3577913563,82266372
Germany,DE,2008,37802.3874303197,38278.3130082531,82110097
Germany,DE,2009,36816.2071751134,36190.3928860698,81902307
Germany,DE,2010,38950.7108756447,37760.9136283996,81776930
Germany,DE,2011,42541.5310884096,39977.3417095357,80274983
Germany,DE,2012,43359.6148271723,40069.3539560742,80425823
Germany,DE,2013,44993.8927459315,40135.0158319837,80645605
Germany,DE,2014,47011.5510935131,40851.1617304855,80982500
Germany,DE,2015,47609.7810045816,41103.2564363768,81686611
Germany,DE,2016,50579.6839299266,41682.0322433511,82348669
Germany,DE,2017,53071.4555699913,42639.5544087286,82657002
Germany,DE,2018,55235.366304833,42928.7412368012,82905782
Germany,DE,2019,57399.0111747636,43284.6024553493,83092962
Germany,DE,2020,55854.3636624147,41650.4227126493,83160871
Germany,DE,2021,58290.7369170391,42726.485322007,83196078
Germany,DE,2022,,,
Greece,GR,1960,,5030.74356154496,8331725
Greece,GR,1961,,5650.01778015424,8398050
Greece,GR,1962,,5636.94576745113,8448233
Greece,GR,1963,,6281.29445901076,8479625
Greece,GR,1964,,6847.4691017883,8510429
Greece,GR,1965,,7549.40736621994,8550333
Greece,GR,1966,,7980.60482744045,8613651
Greece,GR,1967,,8364.66312395018,8684088
Greece,GR,1968,,8909.08449498237,8740765
Greece,GR,1969,,9903.04739387073,8772764
Greece,GR,1970,,10726.7618683719,8792806
Greece,GR,1971,,11517.7883984607,8831036
Greece,GR,1972,,12605.803850874,8888628
Greece,GR,1973,,13564.1737836453,8929086
Greece,GR,1974,,12644.2398272488,8962022
Greece,GR,1975,,13323.622021873,9046541
Greece,GR,1976,,14017.1274629942,9188150
Greece,GR,1977,,14242.8455926406,9308479
Greece,GR,1978,,15078.2272597164,9429959
Greece,GR,1979,,15380.1623472816,9548258
Greece,GR,1980,,15332.9607011716,9642505
Greece,GR,1981,,14959.9924488746,9729350
Greece,GR,1982,,14699.6508220897,9789513
Greece,GR,1983,,14456.7534308793,9846627
Greece,GR,1984,,14674.1355077884,9895801
Greece,GR,1985,,14984.0966193152,9934300
Greece,GR,1986,,15011.9277135902,9967213
Greece,GR,1987,,14623.850847543,10000595
Greece,GR,1988,,15195.6108487446,10036983
Greece,GR,1989,,15690.946756009,10089498
Greece,GR,1990,13312.0492996808,15525.8414521802,10196792
Greece,GR,1991,14019.5742372841,15816.1488966121,10319927
Greece,GR,1992,14329.548186315,15805.6629238098,10399061
Greece,GR,1993,14349.8574380037,15461.5498278134,10460415
Greece,GR,1994,14874.7298912448,15692.0133830122,10512922
Greece,GR,1995,15433.2526765422,15946.8242449648,10562153
Greece,GR,1996,16149.9044963655,16331.1176711674,10608800
Greece,GR,1997,17155.8804839762,16979.476405287,10661259
Greece,GR,1998,18034.2134809379,17543.3138315666,10720509
Greece,GR,1999,18464.7320754725,18013.1412714363,10761698
Greece,GR,2000,19519.9568147057,18642.8020738579,10805808
Greece,GR,2001,20958.7940054903,19312.3868295662,10862132
Greece,GR,2002,22615.9356074635,19996.5518133575,10902022
Greece,GR,2003,23897.8266122085,21104.832913793,10928070
Greece,GR,2004,25460.5993744257,22118.1557970506,10955141
Greece,GR,2005,25577.5241052346,22185.5206802753,10987314
Greece,GR,2006,28547.2965623332,23369.2517158341,11020362
Greece,GR,2007,29323.9797257377,24072.8961576219,11048473
Greece,GR,2008,30856.0118395987,23928.6057241782,11077841
Greece,GR,2009,30359.4511457499,22839.3475325728,11107017
Greece,GR,2010,27911.6974278536,21560.3533533658,11121341
Greece,GR,2011,25671.5160853562,19400.8077326583,11104899
Greece,GR,2012,24911.119631324,18123.6710971914,11045011
Greece,GR,2013,25986.6503155014,17796.2576680722,10965211
Greece,GR,2014,26625.0618096799,18000.4184639065,10892413
Greece,GR,2015,26760.3633030256,18083.8779056547,10820883
Greece,GR,2016,27511.8010160972,18070.7807322854,10775971
Greece,GR,2017,28604.8609402657,18304.3076770645,10754679
Greece,GR,2018,29617.5483399732,18647.4957207515,10732882
Greece,GR,2019,31138.7758157396,19018.9021220823,10721582
Greece,GR,2020,28402.867450271,17343.6099878902,10698599
Greece,GR,2021,31493.8514986709,18907.8491448015,10641221
Greece,GR,2022,,,
Hungary,HU,1960,,,9983967
Hungary,HU,1961,,,10029321
Hungary,HU,1962,,,10061734
Hungary,HU,1963,,,10087947
Hungary,HU,1964,,,10119835
Hungary,HU,1965,,,10147935
Hungary,HU,1966,,,10178653
Hungary,HU,1967,,,10216604
Hungary,HU,1968,,,10255815
Hungary,HU,1969,,,10298723
Hungary,HU,1970,,,10337910
Hungary,HU,1971,,,10367537
Hungary,HU,1972,,,10398489
Hungary,HU,1973,,,10432055
Hungary,HU,1974,,,10478720
Hungary,HU,1975,,,10540525
Hungary,HU,1976,,,10598677
Hungary,HU,1977,,,10648031
Hungary,HU,1978,,,10684822
Hungary,HU,1979,,,10704152
Hungary,HU,1980,,,10711122
Hungary,HU,1981,,,10711848
Hungary,HU,1982,,,10705535
Hungary,HU,1983,,,10689463
Hungary,HU,1984,,,10668095
Hungary,HU,1985,,,10648713
Hungary,HU,1986,,,10630564
Hungary,HU,1987,,,10612741
Hungary,HU,1988,,,10596487
Hungary,HU,1989,,,10481719
Hungary,HU,1990,,,10373988
Hungary,HU,1991,8325.56597257444,7589.9019679997,10373400
Hungary,HU,1992,8257.6058918611,7360.21365612239,10369341
Hungary,HU,1993,8414.22812752704,7326.16050730217,10357523
Hungary,HU,1994,8859.30215826698,7552.40467422539,10343355
Hungary,HU,1995,9192.59042996448,7675.57817108924,10328965
Hungary,HU,1996,9352.28465705861,7695.11053742504,10311238
Hungary,HU,1997,9824.81831785149,7952.98313173573,10290486
Hungary,HU,1998,10398.3435740967,8282.39885965651,10266570
Hungary,HU,1999,10873.2478627727,8560.96909441129,10237530
Hungary,HU,2000,11855.4647144563,8967.69626924063,10210971
Hungary,HU,2001,13210.4577072776,9354.48075090137,10187576
Hungary,HU,2002,14526.3882629125,9825.94319858403,10158608
Hungary,HU,2003,15482.1014970597,10255.6101131603,10129552
Hungary,HU,2004,16272.0986060636,10792.7374278506,10107146
Hungary,HU,2005,17112.2021738707,11278.6160255559,10087065
Hungary,HU,2006,18388.2215991563,11741.9476769178,10071370
Hungary,HU,2007,19102.269369657,11792.7712897392,10055780
Hungary,HU,2008,20727.8899694383,11932.0383995535,10038188
Hungary,HU,2009,20729.997574351,11162.0559722742,10022650
Hungary,HU,2010,21750.7217894703,11307.7161991209,10000023
Hungary,HU,2011,23038.8080197669,11551.4989289342,9971727
Hungary,HU,2012,23275.2318574574,11466.1419094704,9920362
Hungary,HU,2013,24556.7153473909,11705.0092523564,9893082
Hungary,HU,2014,25699.7504973846,12233.299367172,9866468
Hungary,HU,2015,26806.5952452257,12717.038597002,9843028
Hungary,HU,2016,27947.6376911698,13035.3528590909,9814023
Hungary,HU,2017,29501.1204204706,13628.4044885706,9787966
Hungary,HU,2018,31913.0746552476,14377.421963001,9775564
Hungary,HU,2019,34541.225767927,15082.6714945249,9771141
Hungary,HU,2020,34064.7440502605,14427.8188846629,9750149
Hungary,HU,2021,36774.3376019972,15518.7686622368,9709891
Hungary,HU,2022,,,
Ireland,IE,1960,,,2828600
Ireland,IE,1961,,,2824400
Ireland,IE,1962,,,2836050
Ireland,IE,1963,,,2852650
Ireland,IE,1964,,,2866550
Ireland,IE,1965,,,2877300
Ireland,IE,1966,,,2888800
Ireland,IE,1967,,,2902450
Ireland,IE,1968,,,2915550
Ireland,IE,1969,,,2932650
Ireland,IE,1970,,12150.9495894984,2957250
Ireland,IE,1971,,12426.3445028561,2992050
Ireland,IE,1972,,13037.578590583,3036850
Ireland,IE,1973,,13435.905745907,3085950
Ireland,IE,1974,,13778.1457289524,3137500
Ireland,IE,1975,,14319.9635783551,3189550
Ireland,IE,1976,,14302.2213089581,3238050
Ireland,IE,1977,,15268.4384965856,3282200
Ireland,IE,1978,,16135.1809467811,3329100
Ireland,IE,1979,,16410.9172264474,3373750
Ireland,IE,1980,,16722.7039074546,3412800
Ireland,IE,1981,,17077.6095597587,3453000
Ireland,IE,1982,,17303.2084282793,3485800
Ireland,IE,1983,,17138.9995303703,3510600
Ireland,IE,1984,,17774.8018586909,3532423
